prestashop_product_id,shobi_code,inspired_by,original_brand,original_perfume,identity_status,fragrantica_status,fragrantica_id,fragrantica_url,evidence_note
291,1208-MNTB,EMBLEM - MONT BLANC,Montblanc,Emblem,CONFIRMED,FOUND,23711,https://www.fragrantica.com/perfume/Montblanc/Emblem-23711.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNTB. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1208-mntb-mp | https://www.parfumo.com/Perfumes/Montblanc/Emblem"
290,1207-MIC,KORS FOR MEN,Michael Kors,Michael Kors for Men,CONFIRMED,FOUND,26264,https://www.fragrantica.com/p/26264,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1207-mic-m
289,1206-MAR,BANG - MARC JACOBS,Marc Jacobs,Bang,CONFIRMED,FOUND,8968,https://www.fragrantica.com/perfume/Marc-Jacobs/Bang-8968.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MAR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1206-mar-mp | https://www.parfumo.com/Perfumes/Marc_Jacobs/Bang"
288,1204-LOE,,Loewe,Solo Loewe Cedro,CONFIRMED,FOUND,30321,https://www.fragrantica.com/perfume/Loewe/Solo-Loewe-Cedro-30321.html,"Nome recuperato dalla descrizione originale Shobi: «SOLO LOEWE CEDRO». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi LOE. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web. | Sources: https://leparfum.com.gr/en/fragrances-for-men/solo-loewe-cedro-inspired | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe_Cedro | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe_After_Shave | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe_Eau_de_Cologne_Intense | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe_Esencial | https://www.parfumo.com/Perfumes/Loewe/Solo_Loewe_Absoluto"
286,1202-LOE,,Loewe,Esencia pour Homme,CONFIRMED,FOUND,6291,https://www.fragrantica.com/perfume/Loewe/Esencia-pour-Homme-6291.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/esencia-pour-homme-loewe-perfumes | https://www.parfumo.com/Perfumes/Loewe/Esencia_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Loewe/Loewe_para_Hombre | https://www.parfumo.com/Perfumes/Loewe/Loewe_pour_Homme_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Loewe/Esencia_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Loewe/Esencia_After_Shave | https://www.parfumo.com/Perfumes/Loewe/esencia-elixir"
285,1200-LAN,HYPNOSE HOMME,Lancome,Hypnose Homme,CONFIRMED,FOUND,992,https://www.fragrantica.com/perfume/Lancome/Hypnose-Homme-992.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi LAN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1200-lan-m | https://www.parfumo.com/Perfumes/Lancome/Hypnose_Homme_Eau_de_Toilette"
284,777-LAL,,Lalique,Sculpteur d Epices,CONFIRMED,FOUND,28250,https://www.fragrantica.com/perfume/Lalique/Sculpteur-d-Epices-28250.html,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/sculpteur-d-epices-lalique-type | https://www.parfumo.com/Perfumes/Lalique/Noir_Premier__Sculpteur_d_Epices_1945 | https://www.parfumo.com/Perfumes/Lalique/Lalique_Le_Parfum_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Lalique/lalique-white-in-black | https://www.parfumo.com/Perfumes/Lalique/Lalique_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Lalique/lalique-parfum | https://www.parfumo.com/Perfumes/Lalique/L_Insoumis
283,1198-LAL,,Lalique,Encre Noire,CONFIRMED,FOUND,1834,https://www.fragrantica.com/p/1834,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/encre-noir-lalique-clone | https://www.parfumo.com/Perfumes/Lalique/Encre_Noire_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Lalique/Encre_Noire_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Lalique/Encre_Noire_Pour_Elle | https://www.parfumo.com/Perfumes/Lalique/Encre_Noire__L_Extrme | https://www.parfumo.com/Perfumes/Lalique/Encre_Noire_Sport | https://www.parfumo.com/Perfumes/Lalique/encre-indigo
282,1197-LAC,LACOSTE HOMME,Lacoste,LACOSTE HOMME,CONFIRMED,FOUND,670,https://www.fragrantica.com/perfume/Lacoste-Fragrances/Lacoste-Pour-Homme-670.html,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1197-lac-m
280,769-LART,PREMIER FIGUIER,L Artisan Parfumeur,Premier Figuier,CONFIRMED,FOUND,1261,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Premier-Figuier-1261.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi LART. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/769-lart-mp | https://www.parfumo.com/Perfumes/LArtisan_Parfumeur/Premier_Figuier"
278,1193-KEN,TOTEM ORANGE - KENZO,Kenzo,Totem Orange,CONFIRMED,FOUND,31206,https://www.fragrantica.com/perfume/Kenzo/Totem-Orange-31206.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1193-ken-mp | https://www.parfumo.com/Perfumes/Kenzo/Totem_Orange"
277,1192-KEN,TOKYO,Kenzo,Tokyo by Kenzo,CONFIRMED,FOUND,1673,https://www.fragrantica.com/p/1673,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1192-ken-mp | https://www.parfumo.com/Perfumes/Kenzo/Tokyo"
276,1191-KEN,L' EAU PAR ELECTRIC WAVE -KENZO,Kenzo,L'Eau par Kenzo Electric Wave pour Homme,CONFIRMED,FOUND,35459,https://www.fragrantica.com/p/35459,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1191-ken-mp | https://www.parfumo.com/Perfumes/Kenzo/L_Eau_par_Kenzo | https://www.parfumo.com/Perfumes/Kenzo/L_Eau_par_Kenzo_pour_Homme_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Kenzo/L_Eau_Kenzo_Electric_Wave_pour_Homme | https://www.parfumo.com/Perfumes/Kenzo/l-eau-kenzo-hyper-wave-pour-femme | https://www.parfumo.com/Perfumes/Kenzo/L_Eau_Kenzo_Electric_Wave_pour_Femme | https://www.parfumo.com/Perfumes/Kenzo/l-eau-kenzo-hyper-wave-pour-homme
275,1190-KEN,KENZO - KENZO,Kenzo,Kenzo,CONFIRMED,FOUND,3403,https://www.fragrantica.com/perfume/Kenzo/Kenzo-3403.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1190-ken-m
274,1189-KEN,HOMME SPORT EXTREME - KENZO,Bellerive,Homme Sport Extreme,CONFIRMED,FOUND,110164,https://www.fragrantica.com/perfume/Bellerive/Homme-Sport-Extreme-110164.html,Homme Sport Extrême di Kenzo: Extrme nello slug ha perso il carattere accentato; linea e variante coincidono. Confronto: «HOMME SPORT EXTREME - KENZO» / «Kenzo Homme Sport Extrme» (Kenzo). | Sources: https://leparfum.com.gr/en/fragrances-for-men/1189-ken-m | https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Homme_Sport_Extrme
273,1186-JOO,,Joop!,WOW - JOOP,CONFIRMED,FOUND,42887,https://www.fragrantica.com/perfume/Joop-/Wow--42887.html,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/wow-joop-fragrance-clone | https://www.parfumo.com/Perfumes/Joop/Wow_for_Men_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Joop/wow-for-men-eau-de-parfum-intense | https://www.parfumo.com/Perfumes/Joop/wow-for-men-eau-de-toilette-fresh | https://www.parfumo.com/Perfumes/Joop/joop-homme-eau-de-parfum | https://www.parfumo.com/Perfumes/Joop/wow-for-women-eau-de-toilette | https://www.parfumo.com/Perfumes/Joop/Wow_After_Shave_Lotion
272,1185-JOO,,Joop!,Nightflight,CONFIRMED,FOUND,1721,https://www.fragrantica.com/p/1721,"Nome recuperato dalla descrizione originale Shobi: «NIGHTFLIGHT - JOOP». Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva. | Sources: https://leparfum.com.gr/en/fragrances-for-men/nightflight-joop-arwmata | https://www.parfumo.com/Perfumes/Joop/Nightflight_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Joop/Nightflight_After_Shave | https://www.parfumo.com/Perfumes/Joop/joop-homme-eau-de-parfum | https://www.parfumo.com/Perfumes/Joop/Joop_Go | https://www.parfumo.com/Perfumes/Laura_Biagiotti/Mistero_di_Roma_Uomo_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Calvin_Klein/Crave"
271,1184-JOO,,Joop!,Joop! Homme,CONFIRMED,FOUND,1251,https://www.fragrantica.com/p/1251,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/αρωματα-τυπου-joop | https://www.parfumo.com/Perfumes/Joop/joop-homme-eau-de-parfum | https://www.parfumo.com/Perfumes/Joop/Joop_Homme_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Joop/Joop_Go | https://www.parfumo.com/Perfumes/Joop/joop-homme-le-parfum | https://www.parfumo.com/Perfumes/Joop/Joop_Femme_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Joop/All_About_Eve_Eau_de_Parfum
270,1183-VAR,,John Varvatos,John Varvatos,CONFIRMED,FOUND,2355,https://www.fragrantica.com/p/2355,RIESAME INDIVIDUALE 2026-09-04: Nome e marchio identificano la fragranza maschile e le schede prodotto confermano Eau de Toilette. | Sources: https://leparfum.com.gr/en/fragrances-for-men/john-varvatos-fragrance-type | https://www.parfumo.com/Perfumes/John_Varvatos/John_Varvatos | https://www.parfumo.com/Perfumes/John_Varvatos/john-varvatos-xx-artisan | https://www.parfumo.com/Perfumes/John_Varvatos/John_Varvatos_Oud | https://www.parfumo.com/Perfumes/John_Varvatos/Artisan_Eau_de_Toilette | https://www.parfumo.com/Perfumes/John_Varvatos/Star_USA | https://www.parfumo.com/Perfumes/John_Varvatos/Vintage | https://www.goldenscent.com/en/p/john-varvatos-john-varvatos-perfume-for-men-eau-de-toilette
269,1182-JIM,,,,CONFIRMED,FOUND,25977,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Man-25977.html,"RIESAME INDIVIDUALE 2026-09-04 (2189, JIMMY CHOO MAN - JIMMY CHOO): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «JIMMY CHOO MAN - JIMMY CHOO». Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco. | Sources: https://leparfum.com.gr/en/fragrances-for-men/jimmy-choo-man-clone | https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Jimmy_Choo/jimmy-choo-man-parfum | https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo | https://www.parfumo.com/Perfumes/Jimmy_Choo/jimmy-choo-man-extreme | https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Ice | https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Blue"
268,1181-GUL,ULTRA MALE,Jean Paul Gaultier,Ultra Male,CONFIRMED,FOUND,30947,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Ultra-Male-30947.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1181-gul-mp | https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Ultra_Male"
267,1180-GUL,LE MALE TERRIBLE,Jean Paul Gaultier,Le Male Terrible,CONFIRMED,FOUND,9502,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Terrible-9502.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1180-gul-mp | https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Le_Male_Terrible"
266,1179-GUL,LE MALE,Jean Paul Gaultier,Le Male,CONFIRMED,FOUND,430,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-430.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1179-gul-mp | https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Le_Male_Eau_de_Toilette"
265,1177-GUL,KOKORICO,Jean Paul Gaultier,Kokorico,CONFIRMED,FOUND,12711,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Kokorico-12711.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1177-gul-mp | https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Kokorico_Eau_de_Toilette"
264,1176-GUL,GAULT 2,Jean Paul Gaultier,Gaultier 2,CONFIRMED,FOUND,433,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Gaultier-2-433.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1176-gul-mp
263,1175-JAC,,Jacomo,Paradox for Men,CONFIRMED,FOUND,1454,https://www.fragrantica.com/p/1454,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/paradox-for-men-jacomo-type | https://www.parfumo.com/Perfumes/Jacomo/Jacomo_for_Men | https://www.parfumo.com/Perfumes/Jacomo/Paradox_for_Men_Blue | https://www.parfumo.com/Perfumes/Jacomo/Aura_for_Men | https://www.parfumo.com/Perfumes/Jacomo/Paradox_for_Men_Green | https://www.parfumo.com/Perfumes/Jacomo/j | https://www.parfumo.com/Perfumes/Jacomo/Jacomo_de_Jacomo_Eau_de_Toilette
261,1174-JAC,,Jacomo,Jacomo de Jacomo,CONFIRMED,FOUND,3804,https://www.fragrantica.com/p/3804,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/jacomo-de-jacomo-dupe | https://www.parfumo.com/Perfumes/Jacomo/Jacomo_de_Jacomo_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Jacomo/j | https://www.parfumo.com/Perfumes/Jacomo/Jacomo_de_Jacomo_2011 | https://www.parfumo.com/Perfumes/Jacomo/jacomo-de-jacomo-in-black | https://www.parfumo.com/Perfumes/Jacomo/jacomo-de-jacomo-in-white | https://www.parfumo.com/Perfumes/Jacomo/Jacomo_de_Jacomo_After_Shave
260,1173-ISS,Nuit d'Issey Bleu Astral - ISSEY MIYAKE,Issey Miyake,Nuit d Issey Bleu Astral,CONFIRMED,FOUND,43311,https://www.fragrantica.com/perfume/Issey-Miyake/Nuit-d-Issey-Bleu-Astral-43311.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ISS. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1173-iss-mp | https://www.parfumo.com/Perfumes/Issey_Miyake/Nuit_d_Issey_Bleu_Astral"
259,1172-ISS,EAU D'ISSEY HOMME - ISSEY MIYAKE,Issey Miyake,L'Eau d'Issey Pour Homme,CONFIRMED,FOUND,79,https://www.fragrantica.com/p/79,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1172-iss-mp
258,1171-HUG,UNLIMITED - HUGO BOSS,Hugo Boss,Boss Bottled Unlimited,CONFIRMED,FOUND,22528,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-Unlimited-22528.html,Il candidato aggiunge la collezione o linea commerciale; nome distintivo e marchio coincidono. Confronto: «UNLIMITED - HUGO BOSS» / «Boss Bottled Unlimited» (Hugo Boss). | Sources: https://leparfum.com.gr/en/fragrances-for-men/1171-hug-mp | https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Unlimited
256,1169-HUG,THE SCENT - HUGO BOSS,Hugo Boss,Boss The Scent,CONFIRMED,FOUND,31445,https://www.fragrantica.com/p/31445,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HUG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1169-hug-mp | https://www.parfumo.com/Perfumes/Hugo_Boss/The_Scent_Eau_de_Toilette"
255,1168-HUG,HUGO ICED - BOSS,Hugo Boss,Hugo Iced,CONFIRMED,FOUND,42484,https://www.fragrantica.com/perfume/Hugo-Boss/Hugo-Iced-42484.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HUG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1168-hug-mp | https://www.parfumo.com/Perfumes/Hugo_Boss/Hugo_Iced"
254,1166-HUG,HUGO DARK BLUE - HUGO BOSS,Hugo Boss,Hugo Dark Blue,CONFIRMED,FOUND,564,https://www.fragrantica.com/perfume/Hugo-Boss/Hugo-Dark-Blue-564.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HUG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1166-hug-mp | https://www.parfumo.com/Perfumes/Hugo_Boss/Hugo_Dark_Blue_Eau_de_Toilette"
253,1165-HUG,ENERGISE - HUGO BOSS,Avon,Energise,CONFIRMED,FOUND,77736,https://www.fragrantica.com/perfume/Avon/Energise-77736.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1165-hug-mp
252,1164-HUG,ELEMENTS - HUGO BOSS,Hugo Boss,Boss Elements,CONFIRMED,FOUND,571,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Elements-571.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1164-hug-mp
251,1163-HUG,BOSS ORANGE - HUGO BOSS,Hugo Boss,Boss Orange,CONFIRMED,FOUND,5979,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Orange-5979.html,RIESAME INDIVIDUALE 2026-09-04: La categoria uomo distingue Boss Orange Man dalla versione donna; Hugo Boss conferma Eau de Toilette. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1163-hug-mp | https://www.hugoboss.com/us/boss-orange-man-3.3-fl.-oz.-100-ml-eau-de-toilette/hbna58013593_999.html | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-man-boss-orange-man-eau-de-toilette
250,1162-HUG,BOSS BOTTLED TONIC - HUGO,Hugo Boss,Boss Bottled Tonic,CONFIRMED,FOUND,43331,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-Tonic-43331.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1162-hug-mp
249,1160-HUG,,Hugo Boss,Boss Bottled,CONFIRMED,FOUND,383,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-383.html,"RIESAME INDIVIDUALE 2026-09-04 (2207, BOSS BOTTLED - HUGO BOSS): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «BOSS BOTTLED - HUGO BOSS». Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco. | Sources: https://leparfum.com.gr/en/fragrances-for-men/boss-bottled-fragrance-clone | https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-eau-de-parfum | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-parfum | https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Unlimited | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-absolu | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-united-eau-de-parfum"
248,1159-HUG,BALDESSARINI - HUGO BOSS,Baldessarini,Baldessarini Hugo Boss,CONFIRMED,FOUND,385,https://www.fragrantica.com/perfume/Baldessarini/Baldessarini-Hugo-Boss-385.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1159-hug-mp | https://www.parfumo.com/Perfumes/Baldessarini/Baldessarini_Eau_de_Cologne | https://www.parfumo.com/Perfumes/Baldessarini/Ambre_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-eau-de-parfum | https://www.parfumo.com/Perfumes/Hugo_Boss/Hugo_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Eau_de_Toilette
247,1158-HER,TERRE EAU TRES FRAICHE - HERMES,Hermes,Terre d Hermes Eau Tres Fraiche,CONFIRMED,FOUND,24060,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Eau-Tres-Fraiche-24060.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1158-her-m
246,1156-HER,TERRE D'HERMES - HERMES,Hermes,Terre d Hermes,CONFIRMED,FOUND,17,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,"RIESAME INDIVIDUALE 2026-09-04 (2210, TERRE D'HERMES - HERMES): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1156-her-m"
245,1155-HER,POIVRE SAMARCANDE HERMES,Hermes,Hermessence Poivre Samarcande,CONFIRMED,FOUND,2671,https://www.fragrantica.com/perfume/Hermes/Hermessence-Poivre-Samarcande-2671.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1155-her-m | https://www.parfumo.com/Perfumes/Hermes/poivre-samarcande"
244,1154-HER,UN JARDIN EN MEDITERRANEE - HERMES,Hermes,Un Jardin en Mediterranee,CONFIRMED,FOUND,19,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-en-Mediterranee-19.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1154-her-m | https://www.parfumo.com/Perfumes/Hermes/Un_Jardin_en_Mediterranee"
243,1153-HER,EAU DE MANDARINE AMBREE - HERMES,Hermes,Eau de Mandarine Ambree,CONFIRMED,FOUND,18183,https://www.fragrantica.com/perfume/Hermes/Eau-de-Mandarine-Ambree-18183.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1153-her-m | https://www.parfumo.com/Perfumes/Hermes/Eau_de_Mandarine_Ambree"
242,1152-HER,BEL AMI - HERMES,Hermes,Bel Ami,CONFIRMED,FOUND,25,https://www.fragrantica.com/perfume/Hermes/Bel-Ami-25.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/1152-her-m | https://www.parfumo.com/Perfumes/Hermes/Bel_Ami_Eau_de_Toilette"
241,1151-HAL,,Halston,Halston Z14,CONFIRMED,FOUND,3697,https://www.fragrantica.com/p/3697,"RIESAME INDIVIDUALE 2026-09-04: La denominazione completa Z-14 identifica la Cologne classica; le altre forme sono prodotti accessori, non varianti concorrenti della fragranza. | Sources: https://leparfum.com.gr/en/fragrances-for-men/halston-z14-halston-type | https://www.parfumo.com/Perfumes/Halston/Halston_Z_14_Cologne | https://www.parfumo.com/Perfumes/Halston/Halston_Z_14_After_Shave_Lotion | https://www.parfumo.com/Perfumes/Halston/Halston | https://www.parfumo.com/Perfumes/Halston/Halston_Z_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Halston/Halston_Limited | https://www.parfumo.com/Perfumes/Halston/Halston_1_12_Cologne"
